id,name,owner,manual_time,manual_recurrence,auto_recurrence,auto_recurrence_day,created_date,last_run,data_source,data_source_id,data_storage_type,data_storage_id,storage_type,storage_id,file_name,dynamic_name,after_before,workbook_name,wb_sheet_name,wb_start_column,wb_start_row,dist_to,dist_cc,dist_bcc,dist_subject,dist_body,dist_body_template,dist_file_names,sql_source_backup,owner_email,operational,department,run_requested,wb_end_row,wb_end_column,recurrence_hour,last_attempt,no_data_notification,no_data_is_error,tables_populated,dependencies,append,insert_timestamp,sql_database
523,NPS - Sales Experience,Landon,1,Daily,Daily,,2018-09-18 00:00:00,2018-11-12 07:43:45.946000,SQL,https://drive.google.com/open?id=1UfiXfW0AqIZ0NCBd6sr7GtRJBFGirtSI,CSV,,Google Drive,https://drive.google.com/open?id=1NyymXqPzvCgQqH-m_l_jqITuuHnGbGX0,- Sales Experience NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:41.706000,False,False,,,False,False,Data Warehouse
524,NPS - Site Survey,Landon,1,Daily,Daily,,2018-09-18 00:00:00,2018-11-12 07:43:48.806000,SQL,https://drive.google.com/open?id=1UZ1WvPzcdkkD8IELZk1ipmOd49IB7C2b,CSV,,Google Drive,https://drive.google.com/open?id=1fgh3QMLi6JYelMa7DOOvjFGxBR1ptNwd,- Site Survey NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:41.668000,False,False,,,False,False,Data Warehouse
525,NPS - Relational,Landon,1,Monthly,Monthly,,2018-09-18 00:00:00,2018-11-01 00:03:42.549000,SQL,https://drive.google.com/open?id=1fWQxlpnvuSj2qxl_FvyXrBSMH8n3-yJE,CSV,,Google Drive,https://drive.google.com/open?id=0Bwe65frhiTU2TzhnZ2hiRS1EQ1k,- Relational NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-01 00:03:18.769000,False,False,,,False,False,Data Warehouse
526,NPS - FIN,Landon,1,Weekly,Weekly,Monday,2018-09-18 00:00:00,2018-11-12 07:43:54.144000,SQL,https://drive.google.com/open?id=1PUOpDzUJT5X9tTQBDK9iLqBPNGsc77ux,CSV,,Google Drive,https://drive.google.com/open?id=0Bwe65frhiTU2WEkydFBTMWRoQ1E,- FIN NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:44.878000,False,False,,,False,False,Data Warehouse
527,NPS - Home Damage,Landon,1,Weekly,Weekly,Monday,2018-09-18 00:00:00,2018-11-12 07:43:58.628000,SQL,https://drive.google.com/open?id=1IVbsq8l8QL65FsVu1GMWR8BnhUsOYmfh,CSV,,Google Drive,https://drive.google.com/open?id=0Bwe65frhiTU2aEI1RjFZODlCczA,- Home Damage NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:45.283000,False,False,,,False,False,Data Warehouse
528,NPS - Home Upgrade,Landon,1,Weekly,Weekly,Monday,2018-09-18 00:00:00,2018-11-12 07:43:58.541000,SQL,https://drive.google.com/open?id=1vXissfIPHbpno70E4D65BZLUPKxWn1xu,CSV,,Google Drive,https://drive.google.com/open?id=0Bwe65frhiTU2bHE2cWV5RGRMcTQ,- Home Upgrade NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:48.785000,False,False,,,False,False,Data Warehouse
529,NPS - Post-PTO Work Order,Landon,1,Weekly,Weekly,Monday,2018-09-18 00:00:00,2018-11-12 07:43:58.677000,SQL,https://drive.google.com/open?id=1BDtcodfjxhQAhRDMiuMUWfBkAZUj8VJn,CSV,,Google Drive,https://drive.google.com/open?id=0Bwe65frhiTU2MGpxNlNkUHBqV1k,- Post-PTO Work Order NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:49.686000,False,False,,,False,False,Data Warehouse
530,SREC-Inverter Status Change,Matthew Keeler,5,Daily,Daily,,2018-09-21 00:00:00,2018-11-12 09:00:51.847000,SQL,https://drive.google.com/open?id=1bsOLw4RTMnrxlcfaK7DTenWcTJNSElgb,Google Sheets,https://docs.google.com/spreadsheets/d/1ofRkmerUt4BxCNfsu97kjBqXshz8aVLBmJbSwdTCo-Q/edit?usp=sharing,,,,,,,Data,1,2,,,,,,,,,matthew.keeler@vivintsolar.com,Operational,BA/PMO,FALSE,,,9,2018-11-12 09:00:16.147000,True,True,,,False,False,Data Warehouse
531,R&R Future Work Order Pick List,Matthew Keeler,5,Daily,Daily,,2018-09-21 00:00:00,2018-11-12 07:44:17.646000,SQL,https://drive.google.com/file/d/1U22TSTCIlFazl7MSDrQFsoP0RtN2EoFR/view?usp=sharing,Google Sheets,https://drive.google.com/open?id=1NJqmwE_NFsyH3QSpw1CnVpEcpabQ_pVMB3DbfcoWIPk,,,R&R Future Work Orders,,,,Work Orders,1,2,,,,,,,,,matthew.keeler@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:53.737000,True,False,,,False,False,Data Warehouse
532,RTS Yesterdays Incomplete Installs,Matthew Keeler,5,Daily,Daily,,2018-09-21 00:00:00,2018-11-12 07:44:29.416000,SQL,https://drive.google.com/file/d/1YLeEL69JwavfvdjJ4m-INzxFUJmQfEwT/view?usp=sharing,Google Sheets,https://docs.google.com/spreadsheets/d/1bI-vi-G6ffmRo38DA5pZjaz2mftW_3wv5L7Yhb0wEd4,,,RTS - Yesterday Incomplete Installs,,,,Main,1,2,,,,,,,,,matthew.keeler@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:07.394000,True,False,,,False,False,Data Warehouse
533,RTS-Datacomm Failure Account List,Matthew Keeler,5,Daily,Daily,,2018-09-21 00:00:00,2018-11-12 07:44:47.468000,SQL,https://drive.google.com/file/d/1UHoasQPLMuILOSYTuHaPZ-9lDlE1zwkH/view?usp=sharing,Google Sheets,https://docs.google.com/spreadsheets/d/1PI_hhZbMOg-5FwRw6QOPfo1Voe4kso516a8ivPoAdiw/edit?usp=sharing,,,RTS - Datacomm Failure Account List,,,,Main,1,2,,,,,,,,,matthew.keeler@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:08.118000,True,False,,,False,False,Data Warehouse
539,RTS-Install Audit Master List,Matthew Keeler,5,Daily,Daily,,2018-09-21 00:00:00,2018-11-12 07:44:37.605000,SQL,https://drive.google.com/file/d/1_0FBw6qo_iplVWHWZ5p3WnhhKJhrz1ag/view?usp=sharing,Google Sheets,https://docs.google.com/spreadsheets/d/1sTqMuj1DRaTdjgiftX6fnhJ-GgBnSYQLeOiz7cyLBD0/edit?usp=sharing,,,RTS - Install Audit Master List,,,,Master List,1,2,,,,,,,,,matthew.keeler@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:19.087000,True,False,,,False,False,Data Warehouse
551,SREC Agent Info,Matthew Keeler,5,Daily,Daily,,2018-09-21 00:00:00,2018-11-12 07:44:36.008000,SQL,https://drive.google.com/file/d/1NhwLPyXCjebGYw9WGPQctXgKgtjaNaz8/view?usp=sharing,Google Sheets,https://docs.google.com/spreadsheets/d/1uUQYe8E8MHAsRj5_TNT6GgAopdjj0doHAdtYnJtpgvA/edit?usp=sharing,,,Productivity Tracker,,,,Agent Info,1,2,,,,,,,,,matthew.keeler@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:15.915000,True,False,,,False,False,Data Warehouse
552,SREC-RI Needed Solar Edge & Enlighten Master Data,Matthew Keeler,5,Daily,Daily,,2018-09-21 00:00:00,2018-11-12 07:46:34.044000,SQL,https://drive.google.com/file/d/1WSJCtShE7JELmpwE38mEJAkpDQdtPHr0/view?usp=sharing,Google Sheets,https://drive.google.com/open?id=1FMUT0SoqDPYEFyH5WO2Ytfn-r7ynC7o7A_oR50804S8,,,Master Data,,,,Master RI NEEDED,1,2,,,,,,,,,matthew.keeler@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:30.250000,True,False,,,False,False,Data Warehouse
577,Pay Tier Dashboard - Data - Customer Solutions,Landon,1,Daily,Daily,,2018-09-27 00:00:00,2018-11-12 07:58:25.127000,SQL,https://drive.google.com/open?id=1TUzzpF2VJKefXKjV7VcdvNd7X3NJ1hem,Google Sheets,https://drive.google.com/open?id=1fTgQ0RJKbvn1aPkVJebCf2p88JOoxWnuwf0uS2hVXgU,,,,,,,Data - Customer Solutions,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:58:05.892000,True,False,,329,False,False,Data Warehouse
578,Relations - Bucket Aging Tool - Services,Landon,2,Daily,Daily,,2018-09-27 00:00:00,2018-11-12 07:45:10.687000,SQL,https://drive.google.com/open?id=1xqnzgdcod5NzEl6s3BSnnUconjuxRjGT,Google Sheets,1NVvNhAYunFmSUww4NHil3p5djSfkC6z-0U0bIB0okDU,,,,,,,Services,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:33.663000,True,False,,,False,False,Data Warehouse
579,Relations - Bucket Aging Tool - B1,Landon,2,Daily,Daily,,2018-09-27 00:00:00,2018-11-12 07:44:53.920000,SQL,https://drive.google.com/open?id=1T7lMjQSJrfrUbU2w60tiffKIUoyXqutC,Google Sheets,1NVvNhAYunFmSUww4NHil3p5djSfkC6z-0U0bIB0okDU,,,,,,,B1,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:38.834000,True,False,,,False,False,Data Warehouse
580,Relations - Bucket Aging Tool - B2,Landon,2,Daily,Daily,,2018-09-27 00:00:00,2018-11-12 07:44:50.021000,SQL,https://drive.google.com/open?id=1kwT-BZUBREFFPO5nYFqGn0bZocPTYrZX,Google Sheets,1NVvNhAYunFmSUww4NHil3p5djSfkC6z-0U0bIB0okDU,,,,,,,B2,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:38.807000,True,False,,,False,False,Data Warehouse
581,Relations - Bucket Aging Tool - B3,Landon,2,Daily,Daily,,2018-09-27 00:00:00,2018-11-12 07:44:53.112000,SQL,https://drive.google.com/open?id=1b0pKk3tqytInVHvgtATh7zDksNy9hTnS,Google Sheets,1NVvNhAYunFmSUww4NHil3p5djSfkC6z-0U0bIB0okDU,,,,,,,B3,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:40.524000,True,False,,,False,False,Data Warehouse
582,Relations - Bucket Aging Tool - B4,Landon,2,Daily,Daily,,2018-09-27 00:00:00,2018-11-12 07:45:25.070000,SQL,https://drive.google.com/open?id=1Ch53p59CyMJ7e7r8x4MWs9Wy4daGgd_E,Google Sheets,1NVvNhAYunFmSUww4NHil3p5djSfkC6z-0U0bIB0okDU,,,,,,,B4,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:50.970000,True,False,,,False,False,Data Warehouse
583,Relations - Bucket Aging Tool - B5,Landon,2,Daily,Daily,,2018-09-27 00:00:00,2018-11-12 07:45:10.116000,SQL,https://drive.google.com/open?id=1UXJXIS5eXeYDhYEk8yj8vnPq-HKxPOc0,Google Sheets,1NVvNhAYunFmSUww4NHil3p5djSfkC6z-0U0bIB0okDU,,,,,,,B5,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:53.555000,True,False,,,False,False,Data Warehouse
584,Relations - Bucket Aging Tool - B6,Landon,2,Daily,Daily,,2018-09-27 00:00:00,2018-11-12 07:45:14.081000,SQL,https://drive.google.com/open?id=1dMQiZ_yH-fzg-NnQo4SJe3qK9IduOBzG,Google Sheets,1NVvNhAYunFmSUww4NHil3p5djSfkC6z-0U0bIB0okDU,,,,,,,B6,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:55.924000,True,False,,,False,False,Data Warehouse
585,Relations - Bucket Aging Tool - Validation,Landon,2,Daily,Daily,,2018-09-27 00:00:00,2018-11-12 07:45:07.141000,SQL,https://drive.google.com/open?id=1EqkrALWSYHzJCRoNW1XXmpM60SQlp0mY,Google Sheets,1NVvNhAYunFmSUww4NHil3p5djSfkC6z-0U0bIB0okDU,,,,,,,Account Details Validation,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:44:57.098000,True,False,,,False,False,Data Warehouse
605,Pay Tier Dashboard - Data - RECs & Rebates,Landon,1,Daily,Daily,,2018-09-28 00:00:00,2018-11-12 07:58:20.037000,SQL,https://drive.google.com/open?id=1263rfX9J2FxxRJoTWLJIjpRDtabPPZF7,Google Sheets,https://drive.google.com/open?id=1fTgQ0RJKbvn1aPkVJebCf2p88JOoxWnuwf0uS2hVXgU,,,,,,,Data - RECs & Rebates,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:58:05.940000,True,False,,"777,778,779",False,False,Data Warehouse
586,Stable Systems,Mack,15,Daily,Daily,,2018-09-27 14:36:51.779000,2018-11-12 07:46:40.065000,SQL,195VFpSHoULCd0auVTosTuk0PwBBv5dPO,Google Sheets,1aeJnMNSFKWWLlOMUUPmdVkRfLIMQGI7T7SKhM08jFzo,,,Stable Systems Worksheet,,,,Sheet1,1,2,,,,,,,,,mackenzie.damavandi@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:45:10.980000,,,,,False,False,Data Warehouse
640,Customer Service - Heat Map - Case to Install,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:45:28.954000,SQL,https://drive.google.com/open?id=1O5_ef_U8-CW3Y-5rWKOzXPOybNMaHK_I,Google Sheets,https://drive.google.com/open?id=12fvwgMkQFkKTSimTuKWa_fUISD80cWMFe1j-hLDeQcI,,,,,,,Case to Install,1,3,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:45:13.621000,True,False,,,False,False,Data Warehouse
641,Customer Service - Heat Map - Cases Created 90d,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:45:37.655000,SQL,https://drive.google.com/open?id=1CMHwYggnxOMUwLD63CrIsideF_Sf0DI-,Google Sheets,https://drive.google.com/open?id=12fvwgMkQFkKTSimTuKWa_fUISD80cWMFe1j-hLDeQcI,,,,,,,Cases Created 90d,1,3,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:45:14.398000,True,False,,,False,False,Data Warehouse
642,Customer Service - Heat Map - Damage,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:45:31.719000,SQL,https://drive.google.com/open?id=1zNYKosA1jjUTYJ_vhvse3TVzaWrbF-sh,Google Sheets,https://drive.google.com/open?id=12fvwgMkQFkKTSimTuKWa_fUISD80cWMFe1j-hLDeQcI,,,,,,,Damage,1,3,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:45:18.755000,True,False,,,False,False,Data Warehouse
643,Customer Service - Heat Map - Dashboard,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:45:43.180000,SQL,https://drive.google.com/open?id=1sDap6PM2xe5oQLJf6jyGJQxLd-3BjLVQ,Google Sheets,https://drive.google.com/open?id=12fvwgMkQFkKTSimTuKWa_fUISD80cWMFe1j-hLDeQcI,,,,,,,Dashboard,1,3,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:45:28.954000,True,False,,,False,False,Data Warehouse
644,Customer Service - Heat Map - Escalation,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:45:46.308000,SQL,https://drive.google.com/open?id=1ur4E9JGa-jfWa0nTf8t220-MEzGk8Sq7,Google Sheets,https://drive.google.com/open?id=12fvwgMkQFkKTSimTuKWa_fUISD80cWMFe1j-hLDeQcI,,,,,,,Escalation,1,3,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:45:33.176000,True,False,,,False,False,Data Warehouse
645,Customer Service - Heat Map - Overall Case Total,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:45:46.073000,SQL,https://drive.google.com/open?id=13AAReJa19m9XpUtbzHQ6LkkvF3AAGd4Y,Google Sheets,https://drive.google.com/open?id=12fvwgMkQFkKTSimTuKWa_fUISD80cWMFe1j-hLDeQcI,,,,,,,Overall Case Total,1,3,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:45:35.137000,True,False,,,False,False,Data Warehouse
646,Customer Service - Heat Map - Raw Cases,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:46:09.051000,SQL,https://drive.google.com/open?id=12tqRNgPUTGcQgJGstE71mvcN3DzIqVeR,CSV,,Google Drive,https://drive.google.com/open?id=1dl9Dx1H-sN92_UPmvZt-y9IXlpMvJ3tj,Heat Map Raw Cases -,%y-%m-%d,After,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:45:41.623000,True,False,,,False,False,Data Warehouse
647,Customer Service - Heat Map - Service,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:46:01.104000,SQL,https://drive.google.com/open?id=1Tbg4z7dqINdjakF9qKUDvTqvMEbHRpK5,Google Sheets,https://drive.google.com/open?id=12fvwgMkQFkKTSimTuKWa_fUISD80cWMFe1j-hLDeQcI,,,,,,,Service,1,3,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:45:47.049000,True,False,,,False,False,Data Warehouse
648,Customer Service - Heat Map - Troubleshooting,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:45:58.581000,SQL,https://drive.google.com/open?id=1XNWSPzr6OVuSe88Gm6hqWnMlTcLgaK0i,Google Sheets,https://drive.google.com/open?id=12fvwgMkQFkKTSimTuKWa_fUISD80cWMFe1j-hLDeQcI,,,,,,,Troubleshooting,1,3,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:45:47.475000,True,False,,,False,False,Data Warehouse
651,Relations Overview - Installs and PTOs,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:46:01.074000,SQL,https://drive.google.com/open?id=16o_x7RWty0WuvsFrBkSqy7o5V1ME7EUU,Google Sheets,https://drive.google.com/open?id=1HRXl_tVum20wErwEIsSgFrxUVlGVKqX5SlDLTubs_Oc,,,,,,,YOY Installs & PTOs,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:45:49.368000,True,False,,,False,False,Data Warehouse
652,Relations Overview - Old Installs,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:45:59.691000,SQL,https://drive.google.com/open?id=1PRj0BOF6aXpko_Tn9EW12rE89PPZie6R,Google Sheets,https://drive.google.com/open?id=1HRXl_tVum20wErwEIsSgFrxUVlGVKqX5SlDLTubs_Oc,,,,,,,WIP Installs,1,3,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:45:49.316000,True,True,,,False,False,Data Warehouse
653,Relations Overview - PTO Aging,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:46:11.332000,SQL,https://drive.google.com/open?id=11mPYp1UmzAiOOk8n4c6z9ktp5jaslmZh,Google Sheets,https://drive.google.com/open?id=1HRXl_tVum20wErwEIsSgFrxUVlGVKqX5SlDLTubs_Oc,,,,,,,PTO Aging,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:46:01.860000,True,False,,,False,False,Data Warehouse
654,Relations Overview - WIP Aging,Landon,1,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:46:11.516000,SQL,https://drive.google.com/open?id=1bw9ceGl3tnSwaKrHJP4OcpNbv56C79ns,Google Sheets,https://drive.google.com/open?id=1HRXl_tVum20wErwEIsSgFrxUVlGVKqX5SlDLTubs_Oc,,,,,,,WIP Aging,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:46:02.980000,True,False,,,False,False,Data Warehouse
655,NPS - Lease Dimensions,Landon,1,Weekly,Weekly,Monday,2018-10-02 00:00:00,2018-11-12 07:58:16.426000,SQL,https://drive.google.com/open?id=1rmLABJ034L6uGv1h4SobOjzkIk-u3jsb,CSV,,Google Drive,https://drive.google.com/open?id=16D4jd2m8g4WdLbyIN_umpQJiMTinQhE_,- LD NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:58:05.836000,True,False,,220,False,False,Data Warehouse
657,inView - Phone Survey Metrics,Landon,1,Daily,Daily,,2018-10-04 00:00:00,2018-11-12 07:58:16.877000,SQL,https://drive.google.com/open?id=1sfvrVu_sMjGlezGF3zXlh8FyIkr4C96b,CSV,,Google Drive,https://drive.google.com/open?id=13ROFX3LR84O4WZq-7pOQRj_ZDKjIZQD3,Phone Survey Metrics,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:58:06.621000,True,False,,"650, 656",False,False,Data Warehouse
456,Pending Corporate Action - General,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 07:46:13.383000,SQL,https://drive.google.com/open?id=1Cs1ytMPbW1KcvbEjXSg2gOeXl-BKjYlw,CSV,,Google Drive,https://drive.google.com/open?id=1Gfn-BSCosTi7yZuPS4L_MVZWA4fU-N57,Pending Corporate Action - General,%y-%m-%d,Before,,,,,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:46:04.201000,False,False,,,False,False,Data Warehouse
412,Email Admin - Hour Stats,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 07:46:24.484000,SQL,https://drive.google.com/open?id=1LSMGGsWRkwGrRcxhYiv8PYr5pugWPtcN,Google Sheets,https://drive.google.com/open?id=1HIV6BfzmGwVxQS8-3_ZtZDrbsUPLJ93hrmdlQkP-Rjc,,,,,,,Hourly Raw Data,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:46:05.204000,True,False,,,False,False,Data Warehouse
437,Docs Team Weekly COM Utility,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 07:46:24.669000,SQL,https://drive.google.com/open?id=19p85QXdNR97PIQs6N5_f_fBb8BpMk_qF,Google Sheets,https://docs.google.com/spreadsheets/d/1xw8oby6o7zW3qn0YH2BqtmZEjs6uhluk20qIUHAc9cI/edit?usp=sharing,,,,,,,Weekly COM Utility,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:46:12.548000,True,False,,,False,False,Data Warehouse
438,Docs Team Weekly COM SREC,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 07:46:25.420000,SQL,https://drive.google.com/open?id=1WbZk6RvVxcuFSyqXzLI8Fs_5xVrTNGx9,Google Sheets,https://docs.google.com/spreadsheets/d/1xw8oby6o7zW3qn0YH2BqtmZEjs6uhluk20qIUHAc9cI/edit?usp=sharing,,,,,,,Weekly COM SREC,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:46:14.578000,True,False,,,False,False,Data Warehouse
439,Docs Team Weekly ATT Utility,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 07:46:27.352000,SQL,https://drive.google.com/open?id=1sep8_sX0EOj1N5EX5KSsZpQFftBMYyfN,Google Sheets,https://docs.google.com/spreadsheets/d/1xw8oby6o7zW3qn0YH2BqtmZEjs6uhluk20qIUHAc9cI/edit?usp=sharing,,,,,,,Weekly ATT Utility,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:46:15.209000,True,False,,,False,False,Data Warehouse
440,Docs Team Weekly ATT SREC,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 07:46:29.898000,SQL,https://drive.google.com/open?id=1QfEgPuSVIW3qTvMX5gA53rqNBY8RyfjM,Google Sheets,https://docs.google.com/spreadsheets/d/1xw8oby6o7zW3qn0YH2BqtmZEjs6uhluk20qIUHAc9cI/edit?usp=sharing,,,,,,,Weekly ATT SREC,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:46:16.223000,True,False,,,False,False,Data Warehouse
441,Docs Team Monthly COM Utility,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 07:46:43.306000,SQL,https://drive.google.com/open?id=11ewDQgIUS70llMRF4vOm9kA4hJtKdGt0,Google Sheets,https://docs.google.com/spreadsheets/d/1xw8oby6o7zW3qn0YH2BqtmZEjs6uhluk20qIUHAc9cI/edit?usp=sharing,,,,,,,Monthly COM Utility,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:46:28.719000,True,False,,,False,False,Data Warehouse
442,Docs Team Monthly COM SREC,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 07:46:48.003000,SQL,https://drive.google.com/open?id=14f5JRaRsGfUek4Ep97cnRck__Ez_HLeQ,Google Sheets,https://docs.google.com/spreadsheets/d/1xw8oby6o7zW3qn0YH2BqtmZEjs6uhluk20qIUHAc9cI/edit?usp=sharing,,,,,,,Monthly COM SREC,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:46:34.735000,True,False,,,False,False,Data Warehouse
443,Docs Team Monthly ATT Utility,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 07:46:46.465000,SQL,https://drive.google.com/open?id=1JCEHKmr_TufIMYNGDrYwJL8_9IoD3Yrj,Google Sheets,https://docs.google.com/spreadsheets/d/1xw8oby6o7zW3qn0YH2BqtmZEjs6uhluk20qIUHAc9cI/edit?usp=sharing,,,,,,,Monthly ATT Utility,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:46:30.678000,True,False,,,False,False,Data Warehouse
444,Docs Team Monthly ATT SREC,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 07:46:45.805000,SQL,https://drive.google.com/open?id=1E7_yLoszUlDo2c375Ks9UpyHfOceQGA5,Google Sheets,https://docs.google.com/spreadsheets/d/1xw8oby6o7zW3qn0YH2BqtmZEjs6uhluk20qIUHAc9cI/edit?usp=sharing,,,,,,,Monthly ATT SREC,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:46:30.629000,True,False,,,False,False,Data Warehouse
